,sentence_norm,canonical_aspect,majority_category,majority_sentiment,majority_tone,runs_count,,,,,,
303,As a form of implementation of the commitment and participation of government programs (Presidential Regulation No.,align the company's work with the objectives of sustainable development goals,e-s-g,positive,commitment,1,,,,,,
304,"As a form of implementation of the commitment and participation of government programs (Presidential Regulation No. 59 2017 on the Implementation of Sustainable Development Goals), BRMS continuously strives to identify and align the company's work with the objectives of Sustainable Development Goals.",government program alignment,e-s-g,positive,commitment,1,,,,,,
305,"As a global community, we are faced with challenges that will decide our future.",global challenges,none,neutral,none,2,,,,,,
306,"As a global community, we are faced with challenges that will decide our future.",societal impact,s,neutral,none,1,,,,,,
307,"As a global company committed to environmental stewardship, it is our responsibility to remain informed of climate-related policy, regulation, and the most comprehensive, relevant sustainability reporting frameworks.",environmental stewardship,e,positive,commitment,1,,,,,,
309,"As a more environmental-friendly choice, Starbucks, Pizza Marzano, Genki Sushi, and Subway have plant-based options in their menu lists.",sustainable product offerings,e,positive,outcome,1,,,,,,
310,"As a more environmental-friendly choice, Starbucks, Pizza Marzano, Genki Sushi, and Subway have plant-based options in their menu lists.",sustainable products,e,positive,outcome,1,,,,,,
311,"As a public company, implementation of good corporate governance (GCG) is a must.",corporate governance,g,positive,commitment,2,,,,,,
312,"As a public company, implementation of good corporate governance (GCG) is a must. The company complies with all relevant rules and did not obtain any fine or litigation throughout the year.",corporate governance,g,positive,outcome,1,,,,,,
313,"As a public company, implementation of good corporate governance (GCG) is a must. The company complies with all relevant rules and did not obtain any fine or litigation throughout the year.",corporate governance compliance,g,positive,outcome,1,,,,,,
314,"As a responsible company, BRMS participates in realizing this commitment because climate resilience also plays an important role in the sustainability of the mineral mining sector.",climate resilience,e,positive,commitment,1,,,,,,
315,"As a result of the LCA, we are able to identify the key focus areas in our business and make science-based improvements.",science-based improvements,e,positive,outcome,1,,,,,,
316,"As a retail company, PT Mitra Adiperkasa Tbk (MAP) is committed to be responsible in the environmental, social, and governance (ESG) management in our business operations.",esg management,e-s-g,positive,commitment,1,,,,,,
317,"As a retail company, PT Mitra Adiperkasa Tbk (MAP) is committed to be responsible in the environmental, social, and governance (ESG) management in our business operations.",esg management commitment,e-s-g,positive,commitment,1,,,,,,
318,"As a road tester, we hope to share our findings as an example for other organisations, especially those in relevant sectors.",knowledge sharing,none,positive,commitment,1,,,,,,
319,"As a signatory to the UN Global Compact, we work to combat corruption in all its forms.",anti-corruption,g,positive,action,2,,,,,,
320,"As of the end of 2015, AndroidNation has grew to 6 outlets at Senayan City Jakarta, Paragon Citymall Semarang, Tunjungan Plaza Surabaya, Grand Indonesia Jakarta, Pasific Place Jakarta, and Mall Alam Sutera Tangerang.",retail expansion,none,positive,outcome,1,,,,,,
321,"As of the end of 2023, Rp113,224 billion of financing has been disbursed to the MSMEs.",msme finance,s,positive,outcome,1,,,,,,
322,"As one of State-owned Enterprises (SOE), BNI also makes persistent efforts to develop a better Indonesia in the future by continuing to collaborate with the community as well as providing excellent service to its customers.",community development,s,positive,commitment,3,,,,,,
326,"As the Management of PT Erajaya Swasembada Tbk. (""Company"") kindly allow us to convey the Company's Management Report for the fiscal year of 2017.",management report,g,neutral,outcome,1,,,,,,
327,"As the business evolving, Erajaya Group entered into strategic partnership with 14 well-known global brands, including Acer, Apple, Asus, BlackBerry, Dell, HTC, Huawei, Lenovo, LG, Motorola, Nokia, Samsung, Sony, and Xiaomi.",strategic partnerships,none,positive,outcome,1,,,,,,
328,"As we are ramping up to become CSRD compliant, we are currently conducting a double materiality analysis that will be part of next year's report when we likewise are planning to conduct a thorough stakeholder analysis.",double materiality assessment,g,neutral,action,1,,,,,,
329,"As we are ramping up to become CSRD compliant, we are currently conducting a double materiality analysis that will be part of next year's report when we likewise are planning to conduct a thorough stakeholder analysis.",materiality assessment,g,neutral,action,1,,,,,,
330,"As we are ramping up to become CSRD compliant, we are currently conducting a double materiality analysis that will be part of next year's report.",double materiality analysis,g,neutral,action,1,,,,,,
332,"As we face intensifying climate events that pose increasing risks to businesses worldwide, this report showcases the progress we have made in strengthening our sustainability practices across environmental, social, and governance (""ESG"") priorities and in enhancing our organizational resilience.",climate resilience,e-s-g,positive,outcome,1,,,,,,
334,"As we publish this year's report, we are concurrently conducting research and analysis for next year's report, with which we will make even greater strides forward.",continuous improvement,e-s-g,positive,action,1,,,,,,
335,"Asia Pacific Enterpreneurship Award 2015 - Budiarto Halim, Outstanding Category.",awards,none,positive,outcome,1,,,,,,
336,"Asia Pacific Entrepreneurship Award 2015 - Budiarto Halim, Outstanding Category",entrepreneurship recognition,none,positive,outcome,1,,,,,,
338,"Asia Pacific Entrepreneurship Award 2015 - Budiarto Halim, Outstanding Category.",entrepreneurship award,none,positive,outcome,1,,,,,,
339,Asiamoney Corporate Governance Poll 2012: The 4th Best for Shareholder's Rights and Equitable Treatment,shareholder rights protection,g,positive,outcome,1,,,,,,
340,"Asiamoney, Corporate Governance Poll 2012, The 4th Best for Shareholder's Rights and Equitable Treatment",shareholder rights,g,positive,outcome,1,,,,,,
341,"Asiamoney, Corporate Governance Poll 2012, The 4th Best for Shareholder's Rights and Equitable Treatment.",corporate governance,g,positive,outcome,2,,,,,,
342,"Asiamoney, Corporate Governance Poll 2012, The 4th Best for Shareholder's Rights and Equitable Treatment.",governance recognition,g,positive,outcome,1,,,,,,
343,"Asiamoney, Corporate Governance Poll 2012, The 4th Best for Shareholder's Rights and Equitable Treatment.",shareholder rights,g,positive,outcome,1,,,,,,
345,"Aside from these facts, the Central Statistical Bureau (BPS) reported a stable purchasing power rate of Indonesian society throughout 2017, whereby it reached 4.97% by 4th quarter of 2017 from 4.95% during the 1st quarter of 2017.",purchasing power rate,none,positive,outcome,1,,,,,,
346,"Aspirasi kami dalam penerapan energi hijau dan berkelanjutan diterjemahkan ke dalam pilar transisi energi, yaitu meningkatkan kilang PERTAMINA untuk menghasilkan bahan bakar ramah lingkungan, pengembangan lebih lanjut bioenergi dalam bentuk biomassa dan bioetanol, mengoptimalkan potensi dan meningkatkan kapasitas panas bumi terpasang serta komersialisasi hidrogen.",energy transition initiatives,e,positive,commitment,1,,,,,,
347,"Aspirasi kami dalam penerapan energi hijau dan berkelanjutan diterjemahkan ke dalam pilar transisi energi, yaitu meningkatkan kilang PERTAMINA untuk menghasilkan bahan bakar ramah lingkungan, pengembangan lebih lanjut bioenergi dalam bentuk biomassa dan bioetanol, mengoptimalkan potensi dan meningkatkan kapasitas panas bumi terpasang serta komersialisasi hidrogen.",renewable energy development,e,positive,commitment,2,,,,,,
348,Assistance for Trash Bin and Cleaning Vehicle in Rest Area,waste management,e,positive,action,1,,,,,,
350,"At GoTo, we integrated AI into select products to optimize functionality and improve employee and customer experience.",ai integration,none,positive,outcome,1,,,,,,
351,"At GoTo, we integrated AI into select products to optimize functionality and improve employee and customer experience.",artificial intelligence,none,neutral,action,1,,,,,,
352,"At GoTo, we integrated AI into select products to optimize functionality and improve employee and customer experience.",responsible use of ai,g,positive,commitment,1,,,,,,
354,"At KPMG Norway, we aspire to play a key role in helping businesses and governments navigate the future.",community engagement,s,positive,commitment,1,,,,,,
355,"At KPMG Norway, we aspire to play a key role in helping businesses and governments navigate the future.",future impact,none,positive,commitment,1,,,,,,
356,"At KPMG Norway, we aspire to play a key role in helping businesses and governments navigate the future.",sustainability leadership,e-s-g,positive,commitment,1,,,,,,
357,"At domestic level, Indonesia has managed to achieve a 5.07% for its economic growth, slightly higher than the previous year's growth at the level of 5.02%.",domestic economic growth,none,positive,outcome,1,,,,,,
358,"At domestic level, Indonesia has managed to achieve a 5.07% for its economic growth, slightly higher than the previous year's growth at the level of 5.02%.",economic growth,none,positive,outcome,1,,,,,,
359,"At our Agribusiness mills, we have reached 99% renewable energy usage, using biomass energy in the form of palm shells for boilers.",biomass energy usage,e,positive,outcome,3,,,,,,
360,"At our Agribusiness mills, we have reached 99% renewable energy usage, using biomass energy in the form of palm shells for boilers.",biomass energy utilization,e,positive,outcome,2,,,,,,
361,"At our Agribusiness mills, we have reached 99% renewable energy usage, using biomass energy in the form of palm shells for boilers.",renewable energy,e,positive,outcome,1,,,,,,
362,"At our Agribusiness mills, we have reached 99% renewable energy usage, using biomass energy in the form of palm shells for boilers.",renewable energy usage,e,positive,outcome,2,,,,,,
363,"At our Agribusiness mills, we have reached 99% renewable energy usage, using biomass energy in the form of palm shells for boilers.",renewable energy usage in agribusiness,e,positive,outcome,1,,,,,,
364,"At our Agribusiness mills, we have reached 99% renewable energy usage, using biomass energy in the form of palm shells for boilers.",renewable energy usage in agribusiness mills,e,positive,outcome,2,,,,,,
365,"At our CBP Group, we continue to improve water efficiency through water re-use while at our Bogasari Group, we are repurposing sea water through reverse osmosis, together these initiatives serve as efforts aimed at conserving water.",water conservation,e,positive,action,3,,,,,,
